height-in-inches,team-code,weight-in-pounds,birth-country,height-in-centimeters,last-name,id,position-code,birth-city,headshot,first-name,season-id,birth-state-province,birth-date,weight-in-kilograms,sweater-number,shoots-catches,birth-year,birth-month
71,NYR,208,CAN,180,Molyneaux,8447882,D,Sutton West,https://assets.nhle.com/mugs/nhl/19371938/NYR/8447882.png,Larry,19371938,Ontario,1912-07-09,94,16,R,1912,JULY
74,NYR,200,CAN,188,Patrick,8448097,D,Victoria,https://assets.nhle.com/mugs/nhl/19371938/NYR/8448097.png,Muzz,19371938,British Columbia,1915-06-28,91,15,L,1915,JUNE
68,NYR,170,CAN,173,Hiller,8446861,L,Berlin,https://assets.nhle.com/mugs/nhl/19371938/NYR/8446861.png,Dutch,19371938,Ontario,1915-05-11,77,8,L,1915,MAY
69,NYR,180,IRL,175,Kirk,8447199,R,Dough Grange,https://assets.nhle.com/mugs/nhl/19371938/NYR/8447199.png,Bobby,19371938,,1909-08-08,82,16,R,1909,AUGUST
70,NYR,162,CAN,178,Allen,8444871,L,Bayfield,https://assets.nhle.com/mugs/nhl/19381939/NYR/8444871.png,George,19381939,New Brunswick,1914-07-27,73,17,L,1914,JULY
68,NYR,165,CAN,173,Carse,8445343,C,Edmonton,https://assets.nhle.com/mugs/nhl/19381939/NYR/8445343.png,Bill,19381939,Alberta,1914-05-29,75,18,L,1914,MAY
67,NYR,155,USA,170,Barton,8445029,L,Sault Ste. Marie,https://assets.nhle.com/mugs/nhl/19391940/NYR/8445029.png,Cliff,19391940,Michigan,1907-09-03,70,17,R,1907,SEPTEMBER
71,NYR,178,CAN,180,MacDonald,8447535,L,Ottawa,https://assets.nhle.com/mugs/nhl/19391940/NYR/8447535.png,Kilby,19391940,Ontario,1914-09-06,81,14,L,1914,SEPTEMBER
72,NYR,187,CAN,183,Pike,8448151,C,Winnipeg,https://assets.nhle.com/mugs/nhl/19391940/NYR/8448151.png,Alf,19391940,Manitoba,1917-09-15,85,16,L,1917,SEPTEMBER
74,NYR,200,USA,188,Polich,8448174,R,Hibbing,https://assets.nhle.com/mugs/nhl/19391940/NYR/8448174.png,Johnny,19391940,Minnesota,1916-07-08,91,19,R,1916,JULY
70,NYR,165,CAN,178,Smith,8449085,C,Coal Creek,https://assets.nhle.com/mugs/nhl/19391940/NYR/8449085.png,Stan,19391940,British Columbia,1917-08-13,75,17,L,1917,AUGUST
71,NYR,194,CAN,180,Allum,8444875,D,Winnipeg,https://assets.nhle.com/mugs/nhl/19401941/NYR/8444875.png,Bill,19401941,Manitoba,1916-10-09,88,17,L,1916,OCTOBER
69,NYR,190,CAN,175,Juzda,8447126,D,Winnipeg,https://assets.nhle.com/mugs/nhl/19401941/NYR/8447126.png,Bill,19401941,Manitoba,1920-10-29,86,19,R,1920,OCTOBER
70,NYR,168,CAN,178,Foster,8446459,L,Brockville,https://assets.nhle.com/mugs/nhl/19401941/NYR/8446459.png,Herb,19401941,Ontario,1913-08-09,76,17,L,1913,AUGUST
72,NYR,195,CAN,183,Burns,8445291,C,Youngstown,https://assets.nhle.com/mugs/nhl/19411942/NYR/8445291.png,Norm,19411942,Alberta,1918-02-20,88,15,R,1918,FEBRUARY
71,NYR,165,CAN,180,Kuntz,8447250,L,Toronto,https://assets.nhle.com/mugs/nhl/19411942/NYR/8447250.png,Alan,19411942,Ontario,1919-06-04,75,19,L,1919,JUNE
68,NYR,178,CAN,173,Macey,8447539,L,Big River,https://assets.nhle.com/mugs/nhl/19411942/NYR/8447539.png,Hub,19411942,Saskatchewan,1921-04-13,81,14,L,1921,APRIL
71,NYR,175,CAN,180,Tustin,8449271,L,Regina,https://assets.nhle.com/mugs/nhl/19411942/NYR/8449271.png,Norm,19411942,Saskatchewan,1919-01-03,79,17,L,1919,JANUARY
66,NYR,155,CAN,168,Warwick,8449363,R,Regina,https://assets.nhle.com/mugs/nhl/19411942/NYR/8449363.png,Grant,19411942,Saskatchewan,1921-10-11,70,8,R,1921,OCTOBER
69,NYR,165,CAN,175,Henry,8449993,G,Winnipeg,https://assets.nhle.com/mugs/nhl/19411942/NYR/8449993.png,Jim,19411942,Manitoba,1920-10-23,75,1,L,1920,OCTOBER
71,NYR,188,CAN,180,Davidson,8445847,D,Stratford,https://assets.nhle.com/mugs/nhl/19421943/NYR/8445847.png,Gord,19421943,Ontario,1918-08-05,85,4,L,1918,AUGUST
71,NYR,190,CAN,180,Garrett,8446568,D,Toronto,https://assets.nhle.com/mugs/nhl/19421943/NYR/8446568.png,Red,19421943,Ontario,1924-07-24,86,15,L,1924,JULY
73,NYR,208,CAN,185,Myles,8447972,D,Fairlight,https://assets.nhle.com/mugs/nhl/19421943/NYR/8447972.png,Vic,19421943,Saskatchewan,1915-11-12,94,18,R,1915,NOVEMBER
71,NYR,175,CAN,180,Tatchell,8449225,D,Lloydminster,https://assets.nhle.com/mugs/nhl/19421943/NYR/8449225.png,Spence,19421943,Saskatchewan,1924-07-16,79,17,L,1924,JULY
69,NYR,165,CAN,175,Bell,8445046,L,Portage la Prairie,https://assets.nhle.com/mugs/nhl/19421943/NYR/8445046.png,Joe,19421943,Manitoba,1923-11-27,75,20,L,1923,NOVEMBER
70,NYR,165,CAN,178,Bend,8445051,C,Poplar Point,https://assets.nhle.com/mugs/nhl/19421943/NYR/8445051.png,Lin,19421943,Manitoba,1922-12-20,75,15,L,1922,DECEMBER
74,NYR,175,CAN,188,Cameron,8445315,C,Prince Albert,https://assets.nhle.com/mugs/nhl/19421943/NYR/8445315.png,Scotty,19421943,Saskatchewan,1921-11-05,79,14,L,1921,NOVEMBER
71,NYR,175,CAN,180,Goldup,8446610,L,Kingston,https://assets.nhle.com/mugs/nhl/19421943/NYR/8446610.png,Hank,19421943,Ontario,1918-10-29,79,11,L,1918,OCTOBER
69,NYR,175,CAN,175,Gooden,8446611,L,Winnipeg,https://assets.nhle.com/mugs/nhl/19421943/NYR/8446611.png,Billy,19421943,Manitoba,1923-09-08,79,16,L,1923,SEPTEMBER
70,NYR,165,CAN,178,Kirkpatrick,8447200,C,Regina,https://assets.nhle.com/mugs/nhl/19421943/NYR/8447200.png,Bob,19421943,Saskatchewan,1915-12-01,75,6,L,1915,DECEMBER
70,NYR,175,CAN,178,Lynn,8447532,L,Saskatoon,https://assets.nhle.com/mugs/nhl/19421943/NYR/8447532.png,Vic,19421943,Saskatchewan,1925-01-26,79,15,L,1925,JANUARY
67,NYR,160,CAN,170,Mancuso,8447598,R,Niagara Falls,https://assets.nhle.com/mugs/nhl/19421943/NYR/8447598.png,Gus,19421943,Ontario,1914-04-11,73,5,L,1914,APRIL
70,NYR,170,CAN,178,Shack,8448976,L,Winnipeg,https://assets.nhle.com/mugs/nhl/19421943/NYR/8448976.png,Joe,19421943,Manitoba,1915-12-08,77,18,L,1915,DECEMBER
67,NYR,155,CAN,170,Warwick,8449360,L,Regina,https://assets.nhle.com/mugs/nhl/19421943/NYR/8449360.png,Billy,19421943,Saskatchewan,1924-11-17,70,14,L,1924,NOVEMBER
68,NYR,170,CAN,173,Beveridge,8449821,G,Ottawa,https://assets.nhle.com/mugs/nhl/19421943/NYR/8449821.png,Bill,19421943,Ontario,1909-07-01,77,1,L,1909,JULY
69,NYR,165,CAN,175,Bouvrette,8449834,G,Hawkesbury,https://assets.nhle.com/mugs/nhl/19421943/NYR/8449834.png,Lionel,19421943,Ontario,1914-06-10,75,1,L,1914,JUNE
68,NYR,140,CAN,173,Buzinski,8449847,G,Dunblane,https://assets.nhle.com/mugs/nhl/19421943/NYR/8449847.png,Steve,19421943,Saskatchewan,1917-10-15,64,1,L,1917,OCTOBER
71,NYR,156,CAN,180,Franks,8449923,G,Melville,https://assets.nhle.com/mugs/nhl/19421943/NYR/8449923.png,Jim,19421943,Saskatchewan,1914-11-08,71,1,L,1914,NOVEMBER
69,NYR,170,CAN,175,Dewar,8445887,D,Frobisher,https://assets.nhle.com/mugs/nhl/19431944/NYR/8445887.png,Tommy,19431944,Saskatchewan,1913-06-10,77,2,L,1913,JUNE
68,NYR,185,USA,173,Dill,8445904,D,St. Paul,https://assets.nhle.com/mugs/nhl/19431944/NYR/8445904.png,Bob,19431944,Minnesota,1920-04-25,84,4,L,1920,APRIL
69,NYR,170,CAN,175,Jamieson,8447043,D,Brantford,https://assets.nhle.com/mugs/nhl/19431944/NYR/8447043.png,Jimmy,19431944,Ontario,1922-03-21,77,14,L,1922,MARCH
71,NYR,200,CAN,180,Leger,8447374,D,L'Annonciation,https://assets.nhle.com/mugs/nhl/19431944/NYR/8447374.png,Roger,19431944,Quebec,1919-03-26,91,5,R,1919,MARCH
70,NYR,205,CAN,178,McDonald,8447746,D,Fergus,https://assets.nhle.com/mugs/nhl/19431944/NYR/8447746.png,Bucko,19431944,Ontario,1914-10-31,93,6,L,1914,OCTOBER
69,NYR,185,CAN,175,Mohns,8447881,D,Petawawa,https://assets.nhle.com/mugs/nhl/19431944/NYR/8447881.png,Lloyd,19431944,Ontario,1921-07-31,84,5,R,1921,JULY
70,NYR,175,CAN,178,Aubuchon,8444986,L,St-Hyacinthe,https://assets.nhle.com/mugs/nhl/19431944/NYR/8444986.png,Ozzie,19431944,Quebec,1917-01-01,79,10,L,1917,JANUARY
66,NYR,200,CAN,168,Damore,8445842,C,Niagara Falls,https://assets.nhle.com/mugs/nhl/19431944/NYR/8445842.png,Hank,19431944,Ontario,1919-07-17,91,5,L,1919,JULY
72,NYR,168,CAN,183,DeMarco,8445866,C,North Bay,https://assets.nhle.com/mugs/nhl/19431944/NYR/8445866.png,Ab,19431944,Ontario,1916-05-10,76,15,R,1916,MAY
69,NYR,180,CAN,175,Demers,8445868,R,Chambly,https://assets.nhle.com/mugs/nhl/19431944/NYR/8445868.png,Tony,19431944,Quebec,1917-07-22,82,5,R,1917,JULY
68,NYR,155,CAN,173,Dyck,8445971,L,Herbert,https://assets.nhle.com/mugs/nhl/19431944/NYR/8445971.png,Henry,19431944,Saskatchewan,1912-09-05,70,8,L,1912,SEPTEMBER
71,NYR,160,CAN,180,Fraser,8446467,C,Souris,https://assets.nhle.com/mugs/nhl/19431944/NYR/8446467.png,Archie,19431944,Manitoba,1914-02-09,73,6,L,1914,FEBRUARY
71,NYR,175,CAN,180,Gauthier,8446573,R,Chicoutimi,https://assets.nhle.com/mugs/nhl/19431944/NYR/8446573.png,Fern,19431944,Quebec,1919-08-31,79,9,R,1919,AUGUST
71,NYR,165,CAN,180,Labovitch,8447267,R,Winnipeg,https://assets.nhle.com/mugs/nhl/19431944/NYR/8447267.png,Max,19431944,Manitoba,1924-01-18,75,17,R,1924,JANUARY
67,NYR,165,CAN,170,Mahaffy,8447587,C,Montréal,https://assets.nhle.com/mugs/nhl/19431944/NYR/8447587.png,John,19431944,Quebec,1919-07-18,75,2,L,1919,JULY
67,NYR,160,CAN,170,Mann,8447599,C,Winnipeg,https://assets.nhle.com/mugs/nhl/19431944/NYR/8447599.png,Jack,19431944,Manitoba,1919-07-27,73,10,L,1919,JULY
70,NYR,170,CAN,178,McDonald,8447763,R,Toronto,https://assets.nhle.com/mugs/nhl/19431944/NYR/8447763.png,Bob,19431944,Ontario,1923-01-04,77,14,L,1923,JANUARY
71,NYR,205,CAN,180,McDonald,8447762,R,Swan River,https://assets.nhle.com/mugs/nhl/19431944/NYR/8447762.png,Jack,19431944,Manitoba,1921-11-24,93,11,R,1921,NOVEMBER
